sample,study,ACLY,ACSS2,ACACA,SCD,FASN,ACSL1,HMGCS1,HMGCR,MVK,PMVK,sample_type,primary disease or tissue,OS,OS.time
GTEX-117YX-0726-SM-5GIET,GTEX,13.7129,12.4824,12.0999,17.9576,17.6014,15.966,10.656,10.1671,8.6789,9.9588,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-O5YV-1126-SM-3LK73,GTEX,13.7115,14.6972,11.7995,15.5875,14.7981,11.6972,15.5998,13.5957,13.2321,11.2176,Normal Tissue,Adrenal Gland,,
GTEX-13O1R-0226-SM-5K7U5,GTEX,13.7055,12.1959,12.6848,18.0821,18.4047,15.4073,11.5875,10.0711,8.9108,9.8796,Normal Tissue,Adipose - Subcutaneous,,
GTEX-ZF2S-0008-SM-4E3IK,GTEX,13.7054,11.1337,11.8483,15.5719,14.0636,11.2035,11.9152,11.6673,10.093,9.7189,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-OHPL-1826-SM-2YUN8,GTEX,13.7009,11.6595,12.05,16.9274,16.3184,15.3072,11.4942,10.4313,9.1948,10.145,Normal Tissue,Artery - Tibial,,
GTEX-ZXES-0008-SM-57WCX,GTEX,13.6971,11.2329,11.5186,14.9607,13.8744,12.5822,12.6827,12.1442,9.7471,9.1782,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WCDI-0008-SM-47JYE,GTEX,13.6834,9.5335,11.3049,11.132,12.9991,10.8258,9.3666,10.335,8.2759,9.6843,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-139T4-0008-SM-5S2WF,GTEX,13.6793,10.2927,12.0855,15.5098,14.0649,12.1035,11.6381,11.2216,9.4867,9.5873,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-O5YT-0008-SM-4E3IQ,GTEX,13.6771,9.3542,11.2758,12.1267,13.1812,10.7157,9.4925,10.6191,8.1371,9.365,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WHPG-0626-SM-3NMBD,GTEX,13.6693,13.6121,12.5046,17.8921,17.4969,16.1332,11.3742,10.213,9.0565,10.0444,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-ZDTS-0008-SM-4E3I8,GTEX,13.6503,10.3368,11.963,15.3986,13.5097,11.6317,12.0429,11.7144,9.4503,9.2397,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZQUD-0003-SM-4YCD3,GTEX,13.6449,10.9207,11.2156,14.8038,13.6433,11.9642,13.8373,13.1529,10.5785,10.5958,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-Y5V6-0008-SM-4V6FV,GTEX,13.6445,9.9736,11.858,13.9739,13.5983,11.5508,11.0923,11.1538,9.1798,9.3072,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZDYS-0126-SM-5HL6X,GTEX,13.6413,12.4121,11.8598,16.8526,16.5829,14.7994,11.7305,10.4783,9.2242,10.1801,Normal Tissue,Artery - Coronary,,
GTEX-ZYVF-0226-SM-5GIEG,GTEX,13.6297,11.9703,11.996,17.7945,15.6071,13.1547,12.0847,11.1965,9.4803,9.7766,Normal Tissue,Adipose - Subcutaneous,,
GTEX-WRHK-0008-SM-4MVPA,GTEX,13.6256,10.2955,12.072,15.0884,13.7799,11.5786,11.8936,11.4232,9.4654,9.2911,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-SUCS-0008-SM-4DM53,GTEX,13.6108,9.7812,11.7121,13.837,13.3554,10.8088,11.08,11.1321,9.0781,9.2679,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WRHU-0008-SM-4MVPB,GTEX,13.6088,10.6408,12.1527,15.4414,13.8396,12.1864,11.1507,10.9852,9.1586,9.5204,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WHSE-0726-SM-4RTXA,GTEX,13.6032,12.3034,12.1123,17.3265,16.8675,14.2528,13.0143,11.0567,7.674,8.2521,Normal Tissue,Artery - Coronary,,
K-562-SM-2TF4E,GTEX,13.5945,12.802,12.337,15.2872,14.8686,10.2902,14.5144,13.444,10.3113,7.6708,Cell Line,Cells - Leukemia Cell Line (Cml),,
GTEX-T2YK-0008-SM-4DM6M,GTEX,13.5835,9.5388,11.8549,14.1762,13.1097,10.7716,11.3368,11.1452,9.1428,9.362,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-RVPV-0008-SM-47JYW,GTEX,13.5826,10.1059,11.3291,12.405,12.8966,11.3218,9.6749,10.6791,8.6559,9.3783,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZUA1-0008-SM-4YCEW,GTEX,13.5793,10.6004,12.0014,15.2416,13.6727,12.9599,12.0475,11.7765,9.2661,9.2533,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11ILO-0226-SM-5N9D3,GTEX,13.5742,13.856,12.6267,19.2508,17.3915,15.0291,11.3715,9.6582,9.7706,10.0446,Normal Tissue,Adipose - Subcutaneous,,
GTEX-OHPL-0008-SM-4E3I9,GTEX,13.5642,10.5253,11.5068,13.9267,13.0396,12.7868,11.3012,11.0577,9.1633,9.3388,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZVTK-0008-SM-57WDA,GTEX,13.5586,11.1896,11.8991,15.8385,13.9296,13.7741,11.355,11.5049,9.6012,9.4236,Cell Line,Cells - Transformed Fibroblasts,,
K-562-SM-48FEU,GTEX,13.5577,13.1677,12.3915,15.3275,15.5769,10.3108,14.5305,13.4314,10.9869,7.8531,Cell Line,Cells - Leukemia Cell Line (Cml),,
GTEX-Q2AH-0008-SM-48U2J,GTEX,13.5484,10.1465,12.0245,15.2112,13.8161,11.7764,11.3799,11.157,9.5677,9.6561,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-SJXC-0008-SM-4DM7G,GTEX,13.5411,11.2265,12.0482,15.6861,14.1841,12.4063,11.9409,11.6059,9.7007,9.119,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-YBZK-0008-SM-59HL6,GTEX,13.5346,9.9705,11.8619,14.5593,13.307,10.7919,11.6767,11.3728,9.1567,9.3813,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-R55D-0008-SM-48FEV,GTEX,13.5286,10.5535,12.0632,15.7993,13.7228,12.6908,11.9199,11.4088,9.4176,9.436,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11I78-0008-SM-5Q5DI,GTEX,13.5254,10.591,11.5705,14.953,13.5651,11.9817,12.504,12.1536,9.7818,9.4917,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-YB5K-0008-SM-4VDT8,GTEX,13.5218,9.9948,11.4333,13.8645,13.1051,10.9163,10.9606,10.887,8.9083,9.6511,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-146FQ-0726-SM-5LUA7,GTEX,13.5131,12.8704,11.6181,17.0653,15.8836,13.5614,10.8374,11.0276,9.8992,9.6182,Normal Tissue,Thyroid,,
GTEX-WVJS-0008-SM-4MVPC,GTEX,13.512,10.1796,11.7428,14.5478,13.3461,12.5372,11.5861,11.2834,9.1555,9.3678,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-RVPU-0008-SM-3NM8B,GTEX,13.5082,10.2061,11.6971,14.6078,13.5939,12.6504,11.5432,11.3218,8.9494,9.1972,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-111YS-0008-SM-5Q5BH,GTEX,13.4947,9.9454,11.5602,14.4403,13.1187,12.4521,11.1926,10.8904,9.2063,8.9228,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-UJMC-0008-SM-4IHKK,GTEX,13.4898,9.2533,11.2371,11.4109,12.8655,10.725,9.3748,10.111,8.1843,9.4666,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZV6S-0008-SM-4YCF9,GTEX,13.4897,10.9224,11.799,14.7754,13.5239,12.475,11.9911,11.8944,9.5924,9.2464,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZDXO-0008-SM-4E3HR,GTEX,13.4819,10.8337,12.1277,16.004,13.9695,12.9068,11.9733,11.9365,9.6084,9.4398,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZT9X-0008-SM-4YCD7,GTEX,13.4657,10.326,11.8635,14.4523,13.4778,13.3513,11.8948,11.7863,9.4251,9.2126,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-13N11-1826-SM-5IJDS,GTEX,13.4554,12.5014,11.841,17.8929,17.3921,15.2237,10.908,9.878,9.4795,9.889,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-QEG5-0008-SM-4R1KL,GTEX,13.4545,10.4538,11.7642,14.4125,13.3672,12.3399,11.5164,11.1718,9.1794,9.0534,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-NL4W-0008-SM-4E3I2,GTEX,13.4513,9.627,10.9966,11.7518,12.7486,11.3892,9.3111,10.3763,8.0753,9.3706,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZTTD-0008-SM-51MQV,GTEX,13.4498,9.9856,11.7871,14.2018,13.4176,12.1007,11.4379,11.3969,8.987,9.3527,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-Y8E4-0008-SM-4V6FW,GTEX,13.4478,10.8382,11.9058,15.0931,13.4396,13.5512,11.5235,11.4029,9.2857,9.0485,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-132AR-0226-SM-5IJBE,GTEX,13.4465,12.3832,12.368,19.0257,17.7177,16.2087,10.7503,9.6092,8.8856,9.6492,Normal Tissue,Adipose - Subcutaneous,,
GTEX-ZAB5-1926-SM-5HL7O,GTEX,13.4382,12.5009,12.2083,16.3786,15.5508,15.2105,13.275,11.5662,10.6556,10.1724,Normal Tissue,Nerve - Tibial,,
GTEX-V1D1-0008-SM-4JBIJ,GTEX,13.4372,9.29,10.5037,11.4196,12.4524,10.9529,9.2414,10.2407,8.0755,9.3701,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-O5YU-0008-SM-4E3I7,GTEX,13.4322,9.3204,11.1112,11.9712,12.7568,10.7696,9.4648,10.4729,7.9219,9.3953,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11DXX-0526-SM-5PNVR,GTEX,13.4253,12.3289,11.2815,15.1819,15.4557,13.7188,10.9814,9.7122,8.9248,10.814,Normal Tissue,Heart - Atrial Appendage,,
GTEX-ZEX8-0008-SM-4E3JU,GTEX,13.423,10.8397,11.8557,15.2976,13.2942,13.2759,11.5149,11.329,9.4284,9.4002,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-PSDG-0008-SM-48TE5,GTEX,13.4134,9.3438,11.2715,12.9316,13.299,10.7324,9.9144,10.6881,8.6759,9.5153,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-XYKS-2526-SM-4BOPX,GTEX,13.4112,11.2811,12.1634,16.0797,15.6315,14.4546,10.6708,10.0454,9.4844,10.1607,Normal Tissue,Nerve - Tibial,,
GTEX-Y8DK-0008-SM-4RGM2,GTEX,13.4027,10.314,11.745,14.6123,13.1008,12.5883,11.4285,11.3441,8.8878,9.3538,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZPCL-0008-SM-4WWAU,GTEX,13.396,9.866,11.1192,13.0616,12.8655,11.673,10.5013,10.7564,8.87,9.6699,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-XGQ4-0008-SM-4AT3Z,GTEX,13.3959,8.4939,11.2685,10.0299,13.1083,12.1387,9.2132,10.3019,8.0125,9.129,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-Y9LG-0008-SM-4VBRJ,GTEX,13.3939,10.5413,11.6572,15.2278,12.9669,12.3928,12.2747,11.6474,9.4283,9.5437,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-SE5C-0008-SM-4B64J,GTEX,13.3916,10.1165,12.0168,14.0262,13.8614,12.4247,11.1945,10.8847,9.9981,9.0919,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZQUD-0008-SM-4YCCU,GTEX,13.3871,9.7554,10.8557,11.4611,12.1465,11.4883,9.8954,10.6926,8.368,9.4386,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZVZP-0008-SM-51MSX,GTEX,13.3821,9.8035,11.1907,12.2356,12.6829,11.0292,9.8008,10.6991,8.5833,9.8161,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZC5H-1626-SM-5HL7L,GTEX,13.3795,13.384,11.7536,16.2376,16.017,14.4145,10.528,9.0743,8.7955,9.86,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-ZDXO-2326-SM-5LU9W,GTEX,13.3772,11.9774,11.4357,15.8831,15.3455,13.284,10.5186,9.4106,8.9449,9.7769,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-P4PP-0008-SM-48TDV,GTEX,13.3754,10.0819,11.9166,14.7262,13.9214,10.9906,11.2462,11.3052,9.8307,9.6151,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-P4QT-0008-SM-48TDZ,GTEX,13.374,9.3689,11.5306,14.0514,13.2964,11.2674,11.2117,11.0317,8.9096,9.3448,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZXG5-0008-SM-57WDB,GTEX,13.3677,10.0999,11.1885,13.6665,13.1988,13.0325,11.3431,11.4148,8.9282,8.8845,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZVT4-0226-SM-51MSD,GTEX,13.3676,13.3706,11.3267,17.8959,15.9349,15.0428,11.3225,9.6249,9.031,9.5917,Normal Tissue,Adipose - Subcutaneous,,
GTEX-R55E-0008-SM-48FCG,GTEX,13.3664,10.6274,11.9582,15.3787,13.7835,11.82,11.3496,11.4041,9.1369,9.4653,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WFG7-0001-SM-3P61S,GTEX,13.3629,5.8521,11.583,13.9969,14.009,12.0359,11.9966,11.9765,10.4562,11.2306,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-WRHK-0001-SM-4WWDD,GTEX,13.3611,8.3059,11.2049,13.4215,13.4616,12.3707,12.3872,12.395,10.5195,11.0258,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-13QIC-0011-R8b-SM-5O9CV,GTEX,13.3604,10.3577,12.0234,14.7432,12.9267,10.745,12.8863,11.9012,10.3486,10.9955,Normal Tissue,Brain - Hypothalamus,,
GTEX-1211K-1226-SM-5EQ4N,GTEX,13.3592,12.5211,12.3039,17.6777,18.4762,16.9145,10.9753,9.7496,8.9734,10.0828,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-YJ89-0008-SM-4RGM4,GTEX,13.3566,10.0065,11.5649,13.552,12.6557,12.3038,11.1091,11.1327,8.7325,9.1115,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WZTO-0001-SM-4PQZY,GTEX,13.3529,9.331,11.739,14.3239,14.1288,11.6029,12.8196,12.5372,10.6515,11.3048,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-ZV6S-0003-SM-4YCCT,GTEX,13.3527,10.0058,11.6894,14.5903,13.8655,12.3332,13.2737,12.8818,10.5872,11.028,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-SE5C-0426-SM-4BRUI,GTEX,13.3511,12.0502,11.691,15.8921,15.5811,13.7783,11.4088,10.3197,8.962,9.4209,Normal Tissue,Artery - Coronary,,
GTEX-X3Y1-1926-SM-4PQZO,GTEX,13.3479,11.9205,11.7969,13.7204,14.0255,13.0591,13.6921,12.1583,10.9339,10.0846,Normal Tissue,Minor Salivary Gland,,
GTEX-POYW-0008-SM-48TE4,GTEX,13.3468,9.0568,11.7286,13.7816,13.6376,10.7812,10.2141,10.6077,8.8553,9.3016,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-N7MS-0008-SM-4E3JI,GTEX,13.3466,9.6946,10.6428,11.243,12.5555,10.421,9.7581,10.6404,8.4777,9.5773,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WZTO-0626-SM-4PQYY,GTEX,13.3413,14.619,12.8443,17.5231,18.6861,16.0575,14.8377,12.4995,13.2524,11.5564,Normal Tissue,Liver,,
GTEX-11O72-0008-SM-5Q5DN,GTEX,13.3395,10.3925,11.3428,14.3961,13.3928,12.9418,12.0272,11.6797,8.8787,9.315,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-NL3G-0008-SM-4E3JX,GTEX,13.3353,9.9222,11.4832,13.2156,12.9793,11.1517,9.9898,10.5366,8.7652,9.3601,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-XBED-0003-SM-47JWP,GTEX,13.3329,7.127,11.4992,14.3734,13.6889,12.0912,12.6753,12.3883,10.5593,10.564,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-11DXX-1126-SM-5GZZK,GTEX,13.3324,11.6352,12.4548,14.5714,14.6066,12.3959,14.5119,13.2126,11.2188,10.6807,Normal Tissue,Esophagus - Mucosa,,
GTEX-11EQ8-0008-SM-5Q5DJ,GTEX,13.3309,10.0307,11.4204,13.5411,12.7278,12.3381,10.9751,11.1218,8.6185,9.0749,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-Q2AI-0008-SM-48U2H,GTEX,13.3305,8.4124,10.8119,11.4049,13.1847,10.6387,9.3076,10.2944,8.0527,9.1406,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-Y3IK-0001-SM-4WWE1,GTEX,13.3259,10.5395,11.3031,14.0791,13.7954,12.306,12.6622,12.5145,10.6078,11.2929,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-QEG4-1826-SM-4R1JN,GTEX,13.3252,12.5697,12.5636,18.1138,18.1044,16.0207,12.6341,10.8456,12.9967,11.2085,Normal Tissue,Liver,,
GTEX-P4QR-0008-SM-48TE2,GTEX,13.3248,9.4463,11.6238,14.4802,13.2903,11.083,11.1569,11.2345,8.7899,9.2802,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-117YW-0008-SM-5QGRD,GTEX,13.3244,10.1602,11.5212,13.8569,12.9343,12.5791,11.2638,11.1752,8.9206,9.0334,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-R55G-0008-SM-48FEX,GTEX,13.3237,10.4126,11.932,15.5396,13.6158,12.5249,11.8635,11.3978,9.1235,9.107,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11ZUS-0011-R8a-SM-5BC73,GTEX,13.323,11.0419,12.3121,15.4625,13.3214,10.8814,13.9849,12.4573,10.246,10.7838,Normal Tissue,Brain - Hypothalamus,,
GTEX-OHPJ-0008-SM-4E3JG,GTEX,13.3182,9.6426,11.197,12.7545,12.9565,10.7359,9.7331,10.468,8.513,9.2717,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-XMD1-0008-SM-4AT41,GTEX,13.3172,9.8475,11.57,12.7406,13.1088,11.2285,10.727,10.6053,8.5483,9.4393,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-1192W-0008-SM-5QGRE,GTEX,13.3099,10.4352,11.4645,14.5366,13.4662,12.168,11.3809,11.5061,9.1904,9.0556,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-WWTW-0008-SM-4MVPE,GTEX,13.3056,9.8616,11.1969,12.3684,12.6267,10.9502,10.4138,10.7819,8.3634,9.2804,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-U3ZN-0926-SM-4DXTU,GTEX,13.3006,13.274,11.5866,14.7935,14.9028,12.9863,14.9089,13.6533,11.7453,10.408,Normal Tissue,Vagina,,
GTEX-X261-0008-SM-4PR11,GTEX,13.3004,9.819,11.353,12.7017,12.697,12.1646,10.4717,10.4238,8.3327,9.4389,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-QDT8-0008-SM-48U2F,GTEX,13.2989,10.415,12.2018,15.5485,13.8565,12.0621,11.9169,11.7777,9.5315,9.2972,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZT9W-0008-SM-4YCDJ,GTEX,13.2985,10.1519,10.8712,12.1275,12.1886,10.9664,10.2202,10.9367,8.4694,9.1465,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11LCK-0008-SM-5Q5BB,GTEX,13.2921,10.0721,11.6175,15.2128,13.46,12.5067,11.8345,11.6176,9.4619,8.9294,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-PX3G-0008-SM-48U2L,GTEX,13.2915,9.65,11.4883,13.4141,13.3161,10.9126,9.7152,10.5493,8.9379,9.6452,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-OXRK-0008-SM-3NB28,GTEX,13.2905,10.2244,11.7865,15.0562,13.2177,11.0347,11.1396,11.4967,9.2072,9.3541,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZVT4-0008-SM-57WCA,GTEX,13.2876,10.3413,11.4738,14.1839,12.8616,12.8432,11.1594,10.9797,8.9475,9.2147,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-OOBJ-0008-SM-3NB26,GTEX,13.2866,9.4347,11.1497,11.869,12.7951,10.5401,8.9492,9.9767,8.5281,9.4361,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZP4G-0008-SM-4E3I4,GTEX,13.2857,10.6543,11.7571,14.7992,13.3799,12.3798,11.1353,11.3358,9.0703,9.278,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZV7C-0008-SM-57WCL,GTEX,13.2847,9.6153,10.578,11.9829,12.3088,10.6547,9.6906,10.5428,8.2951,9.4441,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-X8HC-0008-SM-46MU6,GTEX,13.2833,8.553,10.7143,8.4973,12.1201,11.9184,9.1112,10.0766,7.2122,8.9352,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-RU72-0008-SM-46MV8,GTEX,13.2812,11.0701,11.901,15.2243,13.5089,13.2303,11.2096,11.1053,9.1737,9.245,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-V955-1126-SM-4JBH3,GTEX,13.281,12.7277,12.4083,15.7424,15.2281,13.0488,14.808,13.2117,11.2509,10.8748,Normal Tissue,Esophagus - Mucosa,,
GTEX-O5YT-0226-SM-32PK5,GTEX,13.2791,12.0615,11.8966,17.8677,16.6896,16.4262,10.7731,9.4665,8.6504,9.3683,Normal Tissue,Adipose - Subcutaneous,,
GTEX-ZVP2-0008-SM-51MSL,GTEX,13.2693,9.8804,10.8398,12.0903,12.3771,10.9674,10.1949,10.8099,8.521,9.6547,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11ONC-0008-SM-5S2MG,GTEX,13.2659,10.7602,11.6165,15.0251,13.142,13.2418,11.9493,11.9137,9.7411,9.088,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-13FH7-0526-SM-5IJF8,GTEX,13.2658,12.1314,12.131,14.7959,14.9038,13.1401,14.648,13.201,11.7604,10.8507,Normal Tissue,Esophagus - Mucosa,,
GTEX-ZVZQ-0008-SM-51MSK,GTEX,13.2654,9.9264,10.3626,11.5436,11.999,11.2775,9.4721,10.2314,8.1453,9.381,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11NV4-0008-SM-5Q5BA,GTEX,13.2638,10.0164,11.5297,13.9615,12.7262,12.711,11.091,10.9785,8.8943,9.0913,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-1399U-0008-SM-5S2VE,GTEX,13.263,9.6741,10.5772,11.9438,12.3871,10.7399,9.7081,10.3937,8.195,9.6517,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11DXX-0008-SM-5Q5B8,GTEX,13.2617,10.475,11.3774,13.9399,12.9709,11.5932,10.9633,11.2893,9.0818,9.1564,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-QMRM-0008-SM-447B1,GTEX,13.2611,10.1077,11.8559,14.6326,14.1318,12.7499,11.9403,11.2452,10.113,8.8592,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-Y8E5-0008-SM-57WBA,GTEX,13.257,9.32,10.9433,12.0456,12.3319,11.3483,9.6326,10.1628,7.9011,9.4426,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZEX8-0004-SM-4WKFQ,GTEX,13.2508,9.7125,11.0599,14.5277,13.5479,11.816,12.4956,12.5126,10.2508,10.6635,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-YB5E-0001-SM-4VDSV,GTEX,13.2505,9.5582,11.2468,13.3912,13.4394,11.8595,12.622,12.4417,10.4413,10.7264,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-RWSA-0008-SM-47JYX,GTEX,13.2498,9.4953,11.3155,12.6484,13.0251,10.6543,9.7877,10.6975,8.3411,9.6473,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11EMC-0002-SM-5Q5DO,GTEX,13.2449,8.2887,11.253,13.6391,13.3663,12.4536,12.1693,12.1168,9.8364,10.8354,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-OHPM-0008-SM-4E3IP,GTEX,13.244,9.9884,10.8331,11.8722,12.6299,11.0572,9.9728,10.7843,8.2506,9.0837,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11TT1-1826-SM-5EQLV,GTEX,13.2406,12.6988,12.0586,15.514,16.1856,14.7039,12.4838,11.7403,10.8065,11.1292,Normal Tissue,Skin - Not Sun Exposed (Suprapubic),,
GTEX-X638-0003-SM-47JZ1,GTEX,13.2371,8.7677,11.3506,13.6706,13.7909,11.9347,12.6696,12.7319,10.4072,10.5617,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-WXYG-0008-SM-4ONDU,GTEX,13.2362,10.0563,11.4459,13.4063,12.8327,11.7979,10.7065,10.794,8.5381,9.3659,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-11GS4-0008-SM-5QGRA,GTEX,13.2327,10.086,11.2433,13.4832,12.8226,12.0233,11.3389,11.2433,8.6325,8.7758,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZC5H-0008-SM-4WAX8,GTEX,13.2325,10.2774,11.7441,15.1626,13.6606,11.9028,11.1325,11.0725,9.2487,9.3239,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-12126-0008-SM-5S2UC,GTEX,13.2291,9.9603,11.5432,13.3135,12.5849,12.5138,10.3988,10.6282,8.5342,9.254,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-YF7O-0008-SM-4W1ZS,GTEX,13.2282,9.1458,10.3694,12.0371,11.9899,10.6643,9.4607,10.0914,8.2205,9.7575,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-YEC4-2426-SM-57WFO,GTEX,13.2257,13.7326,11.8952,17.2218,17.3068,15.8399,12.6152,10.4776,9.6086,10.0359,Normal Tissue,Adipose - Subcutaneous,,
GTEX-XXEK-2526-SM-4BRUR,GTEX,13.2233,12.1374,11.8482,16.3441,16.0494,13.9717,10.8021,10.074,9.3142,9.5065,Normal Tissue,Nerve - Tibial,,
GTEX-V1D1-0003-SM-3NMDP,GTEX,13.2233,8.4982,10.8946,13.9303,13.3431,12.2622,12.4249,12.4488,10.2735,10.6585,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-PLZ4-0008-SM-48TE6,GTEX,13.2222,10.4782,11.9049,15.6267,14.0947,11.8193,11.8821,11.7951,9.5013,9.0869,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZUA1-0002-SM-4YCF7,GTEX,13.2179,10.862,10.8786,14.0744,13.4387,11.8487,13.056,12.7485,10.1514,10.7956,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
GTEX-UJHI-0008-SM-4IHL1,GTEX,13.2171,10.4149,10.1521,10.0803,11.6244,10.7852,9.0084,9.9218,7.6379,8.47,Cell Line,Cells - Transformed Fibroblasts,,
GTEX-ZVZP-0004-SM-51MS8,GTEX,13.2114,7.7731,11.1519,13.2807,13.1249,12.1377,12.4563,12.3321,10.4085,11.1854,Cell Line,Cells - Ebv-Transformed Lymphocytes,,
